,name,size,format,mode,category,sample
3667,1014.jpg,"(224, 224)",JPEG,RGB,Bean,train
3668,1015.jpg,"(224, 224)",JPEG,RGB,Bean,train
3669,1016.jpg,"(224, 224)",JPEG,RGB,Bean,train
3670,1017.jpg,"(224, 224)",JPEG,RGB,Bean,train
3671,1018.jpg,"(224, 224)",JPEG,RGB,Bean,train
3672,1019.jpg,"(224, 224)",JPEG,RGB,Bean,train
3673,1020.jpg,"(224, 224)",JPEG,RGB,Bean,train
3674,1021.jpg,"(224, 224)",JPEG,RGB,Bean,train
3675,1022.jpg,"(224, 224)",JPEG,RGB,Bean,train
3676,1023.jpg,"(224, 224)",JPEG,RGB,Bean,train
3677,1024.jpg,"(224, 224)",JPEG,RGB,Bean,train
3678,1025.jpg,"(224, 224)",JPEG,RGB,Bean,train
3679,1026.jpg,"(224, 224)",JPEG,RGB,Bean,train
3680,1027.jpg,"(224, 224)",JPEG,RGB,Bean,train
3681,1028.jpg,"(224, 224)",JPEG,RGB,Bean,train
3682,1029.jpg,"(224, 224)",JPEG,RGB,Bean,train
3683,1030.jpg,"(224, 224)",JPEG,RGB,Bean,train
3684,1031.jpg,"(224, 224)",JPEG,RGB,Bean,train
3685,1032.jpg,"(224, 224)",JPEG,RGB,Bean,train
3686,1033.jpg,"(224, 224)",JPEG,RGB,Bean,train
3687,1034.jpg,"(224, 224)",JPEG,RGB,Bean,train
3688,1035.jpg,"(224, 224)",JPEG,RGB,Bean,train
3689,1036.jpg,"(224, 224)",JPEG,RGB,Bean,train
3690,1037.jpg,"(224, 224)",JPEG,RGB,Bean,train
3691,1038.jpg,"(224, 224)",JPEG,RGB,Bean,train
3692,1039.jpg,"(224, 224)",JPEG,RGB,Bean,train
3693,1040.jpg,"(224, 224)",JPEG,RGB,Bean,train
3694,1041.jpg,"(224, 224)",JPEG,RGB,Bean,train
3695,1042.jpg,"(224, 224)",JPEG,RGB,Bean,train
3696,1043.jpg,"(224, 224)",JPEG,RGB,Bean,train
3697,1044.jpg,"(224, 224)",JPEG,RGB,Bean,train
3698,1045.jpg,"(224, 224)",JPEG,RGB,Bean,train
3699,1046.jpg,"(224, 224)",JPEG,RGB,Bean,train
3700,1047.jpg,"(224, 224)",JPEG,RGB,Bean,train
3701,1048.jpg,"(224, 224)",JPEG,RGB,Bean,train
3702,1049.jpg,"(224, 224)",JPEG,RGB,Bean,train
3703,1050.jpg,"(224, 224)",JPEG,RGB,Bean,train
3704,1051.jpg,"(224, 224)",JPEG,RGB,Bean,train
3705,1052.jpg,"(224, 224)",JPEG,RGB,Bean,train
3706,1053.jpg,"(224, 224)",JPEG,RGB,Bean,train
3707,1054.jpg,"(224, 224)",JPEG,RGB,Bean,train
3708,1055.jpg,"(224, 224)",JPEG,RGB,Bean,train
3709,1056.jpg,"(224, 224)",JPEG,RGB,Bean,train
3710,1057.jpg,"(224, 224)",JPEG,RGB,Bean,train
3711,1058.jpg,"(224, 224)",JPEG,RGB,Bean,train
3712,1059.jpg,"(224, 224)",JPEG,RGB,Bean,train
3713,1060.jpg,"(224, 224)",JPEG,RGB,Bean,train
3714,1061.jpg,"(224, 224)",JPEG,RGB,Bean,train
3715,1062.jpg,"(224, 224)",JPEG,RGB,Bean,train
3716,1063.jpg,"(224, 224)",JPEG,RGB,Bean,train
3717,1064.jpg,"(224, 224)",JPEG,RGB,Bean,train
3718,1065.jpg,"(224, 224)",JPEG,RGB,Bean,train
3719,1066.jpg,"(224, 224)",JPEG,RGB,Bean,train
3720,1067.jpg,"(224, 224)",JPEG,RGB,Bean,train
3721,1068.jpg,"(224, 224)",JPEG,RGB,Bean,train
3722,1069.jpg,"(224, 224)",JPEG,RGB,Bean,train
3723,1070.jpg,"(224, 224)",JPEG,RGB,Bean,train
3724,1071.jpg,"(224, 224)",JPEG,RGB,Bean,train
3725,1072.jpg,"(224, 224)",JPEG,RGB,Bean,train
3726,1073.jpg,"(224, 224)",JPEG,RGB,Bean,train
3727,1074.jpg,"(224, 224)",JPEG,RGB,Bean,train
3728,1075.jpg,"(224, 224)",JPEG,RGB,Bean,train
3729,1076.jpg,"(224, 224)",JPEG,RGB,Bean,train
3730,1077.jpg,"(224, 224)",JPEG,RGB,Bean,train
3731,1078.jpg,"(224, 224)",JPEG,RGB,Bean,train
3732,1079.jpg,"(224, 224)",JPEG,RGB,Bean,train
3733,1080.jpg,"(224, 224)",JPEG,RGB,Bean,train
3734,1081.jpg,"(224, 224)",JPEG,RGB,Bean,train
3735,1082.jpg,"(224, 224)",JPEG,RGB,Bean,train
3736,1083.jpg,"(224, 224)",JPEG,RGB,Bean,train
3737,1084.jpg,"(224, 224)",JPEG,RGB,Bean,train
3738,1085.jpg,"(224, 224)",JPEG,RGB,Bean,train
3739,1086.jpg,"(224, 224)",JPEG,RGB,Bean,train
3740,1087.jpg,"(224, 224)",JPEG,RGB,Bean,train
3741,1088.jpg,"(224, 224)",JPEG,RGB,Bean,train
3742,1089.jpg,"(224, 224)",JPEG,RGB,Bean,train
3743,1090.jpg,"(224, 224)",JPEG,RGB,Bean,train
3744,1091.jpg,"(224, 224)",JPEG,RGB,Bean,train
3745,1092.jpg,"(224, 224)",JPEG,RGB,Bean,train
3746,1093.jpg,"(224, 224)",JPEG,RGB,Bean,train
3747,1094.jpg,"(224, 224)",JPEG,RGB,Bean,train
3748,1095.jpg,"(224, 224)",JPEG,RGB,Bean,train
3749,1096.jpg,"(224, 224)",JPEG,RGB,Bean,train
3750,1097.jpg,"(224, 224)",JPEG,RGB,Bean,train
3751,1098.jpg,"(224, 224)",JPEG,RGB,Bean,train
3752,1099.jpg,"(224, 224)",JPEG,RGB,Bean,train
3753,1100.jpg,"(224, 224)",JPEG,RGB,Bean,train
3754,1101.jpg,"(224, 224)",JPEG,RGB,Bean,train
3755,1102.jpg,"(224, 224)",JPEG,RGB,Bean,train
3756,1103.jpg,"(224, 224)",JPEG,RGB,Bean,train
3757,1104.jpg,"(224, 224)",JPEG,RGB,Bean,train
3758,1105.jpg,"(224, 224)",JPEG,RGB,Bean,train
3759,1106.jpg,"(224, 224)",JPEG,RGB,Bean,train
3760,1107.jpg,"(224, 224)",JPEG,RGB,Bean,train
3761,1108.jpg,"(224, 224)",JPEG,RGB,Bean,train
3762,1109.jpg,"(224, 224)",JPEG,RGB,Bean,train
3763,1110.jpg,"(224, 224)",JPEG,RGB,Bean,train
3764,1111.jpg,"(224, 224)",JPEG,RGB,Bean,train
3765,1112.jpg,"(224, 224)",JPEG,RGB,Bean,train
3766,1113.jpg,"(224, 224)",JPEG,RGB,Bean,train
3767,1114.jpg,"(224, 224)",JPEG,RGB,Bean,train
3768,1115.jpg,"(224, 224)",JPEG,RGB,Bean,train
3769,1116.jpg,"(224, 224)",JPEG,RGB,Bean,train
3770,1117.jpg,"(224, 224)",JPEG,RGB,Bean,train
3771,1118.jpg,"(224, 224)",JPEG,RGB,Bean,train
3772,1119.jpg,"(224, 224)",JPEG,RGB,Bean,train
3773,1120.jpg,"(224, 224)",JPEG,RGB,Bean,train
3774,1121.jpg,"(224, 224)",JPEG,RGB,Bean,train
3775,1122.jpg,"(224, 224)",JPEG,RGB,Bean,train
3776,1123.jpg,"(224, 224)",JPEG,RGB,Bean,train
3777,1124.jpg,"(224, 224)",JPEG,RGB,Bean,train
3778,1125.jpg,"(224, 224)",JPEG,RGB,Bean,train
3779,1126.jpg,"(224, 224)",JPEG,RGB,Bean,train
3780,1127.jpg,"(224, 224)",JPEG,RGB,Bean,train
3781,1128.jpg,"(224, 224)",JPEG,RGB,Bean,train
3782,1129.jpg,"(224, 224)",JPEG,RGB,Bean,train
3783,1130.jpg,"(224, 224)",JPEG,RGB,Bean,train
3784,1131.jpg,"(224, 224)",JPEG,RGB,Bean,train
3785,1132.jpg,"(224, 224)",JPEG,RGB,Bean,train
3786,1133.jpg,"(224, 224)",JPEG,RGB,Bean,train
3787,1134.jpg,"(224, 224)",JPEG,RGB,Bean,train
3788,1135.jpg,"(224, 224)",JPEG,RGB,Bean,train
3789,1147.jpg,"(224, 224)",JPEG,RGB,Bean,train
3790,1148.jpg,"(224, 224)",JPEG,RGB,Bean,train
3791,1149.jpg,"(224, 224)",JPEG,RGB,Bean,train
3792,1150.jpg,"(224, 224)",JPEG,RGB,Bean,train
3793,1151.jpg,"(224, 224)",JPEG,RGB,Bean,train
3794,1152.jpg,"(224, 224)",JPEG,RGB,Bean,train
3795,1153.jpg,"(224, 224)",JPEG,RGB,Bean,train
3796,1154.jpg,"(224, 224)",JPEG,RGB,Bean,train
3797,1155.jpg,"(224, 224)",JPEG,RGB,Bean,train
3798,1156.jpg,"(224, 224)",JPEG,RGB,Bean,train
3799,1157.jpg,"(224, 224)",JPEG,RGB,Bean,train
3800,1158.jpg,"(224, 224)",JPEG,RGB,Bean,train
3801,1159.jpg,"(224, 224)",JPEG,RGB,Bean,train
3802,1160.jpg,"(224, 224)",JPEG,RGB,Bean,train
3803,1161.jpg,"(224, 224)",JPEG,RGB,Bean,train
3804,1162.jpg,"(224, 224)",JPEG,RGB,Bean,train
3805,1163.jpg,"(224, 224)",JPEG,RGB,Bean,train
3806,1164.jpg,"(224, 224)",JPEG,RGB,Bean,train
3807,1165.jpg,"(224, 224)",JPEG,RGB,Bean,train
3808,1166.jpg,"(224, 224)",JPEG,RGB,Bean,train
3809,1167.jpg,"(224, 224)",JPEG,RGB,Bean,train
3810,1168.jpg,"(224, 224)",JPEG,RGB,Bean,train
3811,1169.jpg,"(224, 224)",JPEG,RGB,Bean,train
3812,1170.jpg,"(224, 224)",JPEG,RGB,Bean,train
3813,1171.jpg,"(224, 224)",JPEG,RGB,Bean,train
3814,1172.jpg,"(224, 224)",JPEG,RGB,Bean,train
3815,1173.jpg,"(224, 224)",JPEG,RGB,Bean,train
3816,1174.jpg,"(224, 224)",JPEG,RGB,Bean,train
3817,1175.jpg,"(224, 224)",JPEG,RGB,Bean,train
3818,1176.jpg,"(224, 224)",JPEG,RGB,Bean,train
3819,1177.jpg,"(224, 224)",JPEG,RGB,Bean,train
3820,1178.jpg,"(224, 224)",JPEG,RGB,Bean,train
3821,1179.jpg,"(224, 224)",JPEG,RGB,Bean,train
3822,1180.jpg,"(224, 224)",JPEG,RGB,Bean,train
3823,1181.jpg,"(224, 224)",JPEG,RGB,Bean,train
3824,1182.jpg,"(224, 224)",JPEG,RGB,Bean,train
3825,1183.jpg,"(224, 224)",JPEG,RGB,Bean,train
3826,1184.jpg,"(224, 224)",JPEG,RGB,Bean,train
3827,1185.jpg,"(224, 224)",JPEG,RGB,Bean,train
3828,1186.jpg,"(224, 224)",JPEG,RGB,Bean,train
3829,1187.jpg,"(224, 224)",JPEG,RGB,Bean,train
3830,1188.jpg,"(224, 224)",JPEG,RGB,Bean,train
3831,1189.jpg,"(224, 224)",JPEG,RGB,Bean,train
3832,1190.jpg,"(224, 224)",JPEG,RGB,Bean,train
3833,1191.jpg,"(224, 224)",JPEG,RGB,Bean,train
3834,1192.jpg,"(224, 224)",JPEG,RGB,Bean,train
3835,1193.jpg,"(224, 224)",JPEG,RGB,Bean,train
3836,1194.jpg,"(224, 224)",JPEG,RGB,Bean,train
3837,1195.jpg,"(224, 224)",JPEG,RGB,Bean,train
3838,1196.jpg,"(224, 224)",JPEG,RGB,Bean,train
3839,1197.jpg,"(224, 224)",JPEG,RGB,Bean,train
3840,1198.jpg,"(224, 224)",JPEG,RGB,Bean,train
3841,1199.jpg,"(224, 224)",JPEG,RGB,Bean,train
3842,1200.jpg,"(224, 224)",JPEG,RGB,Bean,train
3843,1201.jpg,"(224, 224)",JPEG,RGB,Bean,train
3844,1202.jpg,"(224, 224)",JPEG,RGB,Bean,train
3845,1203.jpg,"(224, 224)",JPEG,RGB,Bean,train
3846,1204.jpg,"(224, 224)",JPEG,RGB,Bean,train
3847,1205.jpg,"(224, 224)",JPEG,RGB,Bean,train
3848,1206.jpg,"(224, 224)",JPEG,RGB,Bean,train
3849,1207.jpg,"(224, 224)",JPEG,RGB,Bean,train
3850,1208.jpg,"(224, 224)",JPEG,RGB,Bean,train
3851,1209.jpg,"(224, 224)",JPEG,RGB,Bean,train
3852,1210.jpg,"(224, 224)",JPEG,RGB,Bean,train
3853,1211.jpg,"(224, 224)",JPEG,RGB,Bean,train
3854,1212.jpg,"(224, 224)",JPEG,RGB,Bean,train
3855,1224.jpg,"(224, 224)",JPEG,RGB,Bean,train
3856,1225.jpg,"(224, 224)",JPEG,RGB,Bean,train
3857,1226.jpg,"(224, 224)",JPEG,RGB,Bean,train
3858,1227.jpg,"(224, 224)",JPEG,RGB,Bean,train
3859,1228.jpg,"(224, 224)",JPEG,RGB,Bean,train
3860,1229.jpg,"(224, 224)",JPEG,RGB,Bean,train
3861,1230.jpg,"(224, 224)",JPEG,RGB,Bean,train
3862,1231.jpg,"(224, 224)",JPEG,RGB,Bean,train
3863,1232.jpg,"(224, 224)",JPEG,RGB,Bean,train
3864,1233.jpg,"(224, 224)",JPEG,RGB,Bean,train
3865,1234.jpg,"(224, 224)",JPEG,RGB,Bean,train
3866,1235.jpg,"(224, 224)",JPEG,RGB,Bean,train
3867,1236.jpg,"(224, 224)",JPEG,RGB,Bean,train
3868,1237.jpg,"(224, 224)",JPEG,RGB,Bean,train
3869,1238.jpg,"(224, 224)",JPEG,RGB,Bean,train
3870,1239.jpg,"(224, 224)",JPEG,RGB,Bean,train
3871,1240.jpg,"(224, 224)",JPEG,RGB,Bean,train
3872,1241.jpg,"(224, 224)",JPEG,RGB,Bean,train
3873,1242.jpg,"(224, 224)",JPEG,RGB,Bean,train
3874,1243.jpg,"(224, 224)",JPEG,RGB,Bean,train
3875,1244.jpg,"(224, 224)",JPEG,RGB,Bean,train
3876,1245.jpg,"(224, 224)",JPEG,RGB,Bean,train
3877,1246.jpg,"(224, 224)",JPEG,RGB,Bean,train
3878,1247.jpg,"(224, 224)",JPEG,RGB,Bean,train
3879,1248.jpg,"(224, 224)",JPEG,RGB,Bean,train
3880,1249.jpg,"(224, 224)",JPEG,RGB,Bean,train
3881,1250.jpg,"(224, 224)",JPEG,RGB,Bean,train
3882,1251.jpg,"(224, 224)",JPEG,RGB,Bean,train
3883,1252.jpg,"(224, 224)",JPEG,RGB,Bean,train
3884,1253.jpg,"(224, 224)",JPEG,RGB,Bean,train
3885,1254.jpg,"(224, 224)",JPEG,RGB,Bean,train
3886,1255.jpg,"(224, 224)",JPEG,RGB,Bean,train
3887,1256.jpg,"(224, 224)",JPEG,RGB,Bean,train
3888,1257.jpg,"(224, 224)",JPEG,RGB,Bean,train
3889,1258.jpg,"(224, 224)",JPEG,RGB,Bean,train
3890,1259.jpg,"(224, 224)",JPEG,RGB,Bean,train
3891,1260.jpg,"(224, 224)",JPEG,RGB,Bean,train
3892,1261.jpg,"(224, 224)",JPEG,RGB,Bean,train
3893,1262.jpg,"(224, 224)",JPEG,RGB,Bean,train
3894,1263.jpg,"(224, 224)",JPEG,RGB,Bean,train
3895,1264.jpg,"(224, 224)",JPEG,RGB,Bean,train
3896,1265.jpg,"(224, 224)",JPEG,RGB,Bean,train
3897,1266.jpg,"(224, 224)",JPEG,RGB,Bean,train
3898,1267.jpg,"(224, 224)",JPEG,RGB,Bean,train
3899,1268.jpg,"(224, 224)",JPEG,RGB,Bean,train
3900,1269.jpg,"(224, 224)",JPEG,RGB,Bean,train
3901,1270.jpg,"(224, 224)",JPEG,RGB,Bean,train
3902,1271.jpg,"(224, 224)",JPEG,RGB,Bean,train
3903,1272.jpg,"(224, 224)",JPEG,RGB,Bean,train
3904,1273.jpg,"(224, 224)",JPEG,RGB,Bean,train
3905,1274.jpg,"(224, 224)",JPEG,RGB,Bean,train
3906,1275.jpg,"(224, 224)",JPEG,RGB,Bean,train
3907,1276.jpg,"(224, 224)",JPEG,RGB,Bean,train
3908,1277.jpg,"(224, 224)",JPEG,RGB,Bean,train
3909,1278.jpg,"(224, 224)",JPEG,RGB,Bean,train
3910,1279.jpg,"(224, 224)",JPEG,RGB,Bean,train
3911,1280.jpg,"(224, 224)",JPEG,RGB,Bean,train
3912,1281.jpg,"(224, 224)",JPEG,RGB,Bean,train
3913,1282.jpg,"(224, 224)",JPEG,RGB,Bean,train
3914,1283.jpg,"(224, 224)",JPEG,RGB,Bean,train
3915,1284.jpg,"(224, 224)",JPEG,RGB,Bean,train
3916,1285.jpg,"(224, 224)",JPEG,RGB,Bean,train
3917,1286.jpg,"(224, 224)",JPEG,RGB,Bean,train
3918,1287.jpg,"(224, 224)",JPEG,RGB,Bean,train
3919,1288.jpg,"(224, 224)",JPEG,RGB,Bean,train
3920,1289.jpg,"(224, 224)",JPEG,RGB,Bean,train
3921,1290.jpg,"(224, 224)",JPEG,RGB,Bean,train
3922,1291.jpg,"(224, 224)",JPEG,RGB,Bean,train
3923,1292.jpg,"(224, 224)",JPEG,RGB,Bean,train
3924,1293.jpg,"(224, 224)",JPEG,RGB,Bean,train
3925,1294.jpg,"(224, 224)",JPEG,RGB,Bean,train
3926,1295.jpg,"(224, 224)",JPEG,RGB,Bean,train
3927,1296.jpg,"(224, 224)",JPEG,RGB,Bean,train
3928,1297.jpg,"(224, 224)",JPEG,RGB,Bean,train
3929,1298.jpg,"(224, 224)",JPEG,RGB,Bean,train
3930,1299.jpg,"(224, 224)",JPEG,RGB,Bean,train
3931,1300.jpg,"(224, 224)",JPEG,RGB,Bean,train
3932,1312.jpg,"(224, 224)",JPEG,RGB,Bean,train
3933,1313.jpg,"(224, 224)",JPEG,RGB,Bean,train
3934,1314.jpg,"(224, 224)",JPEG,RGB,Bean,train
3935,1315.jpg,"(224, 224)",JPEG,RGB,Bean,train
3936,1316.jpg,"(224, 224)",JPEG,RGB,Bean,train
3937,1317.jpg,"(224, 224)",JPEG,RGB,Bean,train
3938,1318.jpg,"(224, 224)",JPEG,RGB,Bean,train
3939,1319.jpg,"(224, 224)",JPEG,RGB,Bean,train
3940,1320.jpg,"(224, 224)",JPEG,RGB,Bean,train
3941,1321.jpg,"(224, 224)",JPEG,RGB,Bean,train
3942,1322.jpg,"(224, 224)",JPEG,RGB,Bean,train
3943,1323.jpg,"(224, 224)",JPEG,RGB,Bean,train
3944,1324.jpg,"(224, 224)",JPEG,RGB,Bean,train
3945,1325.jpg,"(224, 224)",JPEG,RGB,Bean,train
3946,1326.jpg,"(224, 224)",JPEG,RGB,Bean,train
3947,1327.jpg,"(224, 224)",JPEG,RGB,Bean,train
3948,1328.jpg,"(224, 224)",JPEG,RGB,Bean,train
3949,1329.jpg,"(224, 224)",JPEG,RGB,Bean,train
3950,1330.jpg,"(224, 224)",JPEG,RGB,Bean,train
3951,1331.jpg,"(224, 224)",JPEG,RGB,Bean,train
3952,1332.jpg,"(224, 224)",JPEG,RGB,Bean,train
3953,1333.jpg,"(224, 224)",JPEG,RGB,Bean,train
3954,1334.jpg,"(224, 224)",JPEG,RGB,Bean,train
3955,1335.jpg,"(224, 224)",JPEG,RGB,Bean,train
3956,1336.jpg,"(224, 224)",JPEG,RGB,Bean,train
3957,1337.jpg,"(224, 224)",JPEG,RGB,Bean,train
3958,1338.jpg,"(224, 224)",JPEG,RGB,Bean,train
3959,1339.jpg,"(224, 224)",JPEG,RGB,Bean,train
3960,1340.jpg,"(224, 224)",JPEG,RGB,Bean,train
3961,1341.jpg,"(224, 224)",JPEG,RGB,Bean,train
3962,1342.jpg,"(224, 224)",JPEG,RGB,Bean,train
3963,1343.jpg,"(224, 224)",JPEG,RGB,Bean,train
3964,1344.jpg,"(224, 224)",JPEG,RGB,Bean,train
3965,1345.jpg,"(224, 224)",JPEG,RGB,Bean,train
3966,1346.jpg,"(224, 224)",JPEG,RGB,Bean,train
3967,1347.jpg,"(224, 224)",JPEG,RGB,Bean,train
3968,1348.jpg,"(224, 224)",JPEG,RGB,Bean,train
3969,1349.jpg,"(224, 224)",JPEG,RGB,Bean,train
3970,1350.jpg,"(224, 224)",JPEG,RGB,Bean,train
3971,1351.jpg,"(224, 224)",JPEG,RGB,Bean,train
3972,1352.jpg,"(224, 224)",JPEG,RGB,Bean,train
3973,1353.jpg,"(224, 224)",JPEG,RGB,Bean,train
3974,1354.jpg,"(224, 224)",JPEG,RGB,Bean,train
3975,1355.jpg,"(224, 224)",JPEG,RGB,Bean,train
3976,1356.jpg,"(224, 224)",JPEG,RGB,Bean,train
3977,1357.jpg,"(224, 224)",JPEG,RGB,Bean,train
3978,1358.jpg,"(224, 224)",JPEG,RGB,Bean,train
3979,1359.jpg,"(224, 224)",JPEG,RGB,Bean,train
3980,1360.jpg,"(224, 224)",JPEG,RGB,Bean,train
3981,1361.jpg,"(224, 224)",JPEG,RGB,Bean,train
3982,1362.jpg,"(224, 224)",JPEG,RGB,Bean,train
3983,1363.jpg,"(224, 224)",JPEG,RGB,Bean,train
3984,1364.jpg,"(224, 224)",JPEG,RGB,Bean,train
3985,1365.jpg,"(224, 224)",JPEG,RGB,Bean,train
3986,1366.jpg,"(224, 224)",JPEG,RGB,Bean,train
3987,1367.jpg,"(224, 224)",JPEG,RGB,Bean,train
3988,1368.jpg,"(224, 224)",JPEG,RGB,Bean,train
3989,1370.jpg,"(224, 224)",JPEG,RGB,Bean,train
3990,1372.jpg,"(224, 224)",JPEG,RGB,Bean,train
3991,1373.jpg,"(224, 224)",JPEG,RGB,Bean,train
3992,1375.jpg,"(224, 224)",JPEG,RGB,Bean,train
3993,1376.jpg,"(224, 224)",JPEG,RGB,Bean,train
3994,1377.jpg,"(224, 224)",JPEG,RGB,Bean,train
3995,1384.jpg,"(224, 224)",JPEG,RGB,Bean,train
3996,1385.jpg,"(224, 224)",JPEG,RGB,Bean,train
3997,1388.jpg,"(224, 224)",JPEG,RGB,Bean,train
3998,1399.jpg,"(224, 224)",JPEG,RGB,Bean,train
3999,0001.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4000,0002.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4001,0003.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4002,0004.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4003,0005.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4004,0006.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4005,0007.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4006,0008.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4007,0009.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4008,0010.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4009,0011.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4010,0012.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4011,0013.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4012,0014.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4013,0015.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4014,0016.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4015,0017.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4016,0018.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4017,0019.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4018,0020.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4019,0021.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4020,0022.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4021,0023.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4022,0024.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4023,0025.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4024,0026.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4025,0027.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4026,0028.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4027,0029.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4028,0030.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4029,0031.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4030,0032.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4031,0033.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4032,0034.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4033,0035.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4034,0036.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4035,0037.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4036,0038.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4037,0039.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4038,0040.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4039,0041.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4040,0042.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4041,0043.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4042,0044.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4043,0045.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4044,0046.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4045,0047.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4046,0048.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4047,0049.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4048,0050.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4049,0051.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4050,0052.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4051,0053.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4052,0054.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4053,0055.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4054,0056.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4055,0057.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4056,0058.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4057,0059.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4058,0060.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4059,0061.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4060,0062.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4061,0063.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4062,0064.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4063,0065.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4064,0066.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4065,0067.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4066,0068.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4067,0069.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4068,0070.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4069,0071.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4070,0072.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4071,0073.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4072,0074.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4073,0075.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4074,0076.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
4075,0077.jpg,"(224, 224)",JPEG,RGB,Bitter_Gourd,train
